submission_id,language,tier,problem_name,difficulty,source_platform,file_path
cc_train_1012_E__Cycle_sort_39,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_39.cpp
cc_train_1012_E__Cycle_sort_40,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_40.cpp
cc_train_1012_E__Cycle_sort_41,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_41.cpp
cc_train_1012_E__Cycle_sort_42,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_42.cpp
cc_train_1012_E__Cycle_sort_43,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_43.cpp
cc_train_1012_E__Cycle_sort_44,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_44.cpp
cc_train_1012_E__Cycle_sort_45,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_45.cpp
cc_train_1012_E__Cycle_sort_46,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_46.cpp
cc_train_1012_E__Cycle_sort_47,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_47.cpp
cc_train_1012_E__Cycle_sort_48,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_48.cpp
cc_train_1012_E__Cycle_sort_49,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_49.cpp
cc_train_1012_E__Cycle_sort_50,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_50.cpp
cc_train_1012_E__Cycle_sort_51,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_51.cpp
cc_train_1012_E__Cycle_sort_52,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_52.cpp
cc_train_1012_E__Cycle_sort_53,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_53.cpp
cc_train_1012_E__Cycle_sort_54,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_54.cpp
cc_train_1012_E__Cycle_sort_55,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_55.cpp
cc_train_1012_E__Cycle_sort_56,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_56.cpp
cc_train_1012_E__Cycle_sort_57,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_57.cpp
cc_train_1012_E__Cycle_sort_58,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_58.cpp
cc_train_1012_E__Cycle_sort_59,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_59.cpp
cc_train_1012_E__Cycle_sort_60,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_60.cpp
cc_train_1012_E__Cycle_sort_61,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_61.cpp
cc_train_1012_E__Cycle_sort_62,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_62.cpp
cc_train_1012_E__Cycle_sort_63,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_63.cpp
cc_train_1012_E__Cycle_sort_64,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_64.cpp
cc_train_1012_E__Cycle_sort_65,Java,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\Java\Heavy\cc_train_1012_E__Cycle_sort_65.java
cc_train_1012_E__Cycle_sort_66,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_66.cpp
cc_train_1012_E__Cycle_sort_67,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_67.cpp
cc_train_1012_E__Cycle_sort_68,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_68.cpp
cc_train_1012_E__Cycle_sort_69,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_69.cpp
cc_train_1012_E__Cycle_sort_70,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_70.cpp
cc_train_1012_E__Cycle_sort_71,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_71.cpp
cc_train_1012_E__Cycle_sort_72,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_72.cpp
cc_train_1012_E__Cycle_sort_73,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_73.cpp
cc_train_1012_E__Cycle_sort_74,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_74.cpp
cc_train_1012_E__Cycle_sort_75,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_75.cpp
cc_train_1012_E__Cycle_sort_76,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_76.cpp
cc_train_1012_E__Cycle_sort_77,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_77.cpp
cc_train_1012_E__Cycle_sort_78,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_78.cpp
cc_train_1012_E__Cycle_sort_79,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_79.cpp
cc_train_1012_E__Cycle_sort_80,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_80.cpp
cc_train_1012_E__Cycle_sort_81,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_81.cpp
cc_train_1012_E__Cycle_sort_82,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_82.cpp
cc_train_1012_E__Cycle_sort_83,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_83.cpp
cc_train_1012_E__Cycle_sort_84,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_84.cpp
cc_train_1012_E__Cycle_sort_85,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_85.cpp
cc_train_1012_E__Cycle_sort_86,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_86.cpp
cc_train_1012_E__Cycle_sort_87,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_87.cpp
cc_train_1012_E__Cycle_sort_88,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_88.cpp
cc_train_1012_E__Cycle_sort_89,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_89.cpp
cc_train_1012_E__Cycle_sort_90,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_90.cpp
cc_train_1012_E__Cycle_sort_91,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_91.cpp
cc_train_1012_E__Cycle_sort_92,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_92.cpp
cc_train_1012_E__Cycle_sort_93,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_93.cpp
cc_train_1012_E__Cycle_sort_94,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_94.cpp
cc_train_1012_E__Cycle_sort_95,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_95.cpp
cc_train_1012_E__Cycle_sort_96,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_96.cpp
cc_train_1012_E__Cycle_sort_97,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_97.cpp
cc_train_1012_E__Cycle_sort_98,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_98.cpp
cc_train_1012_E__Cycle_sort_99,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_99.cpp
cc_train_1012_E__Cycle_sort_100,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_100.cpp
cc_train_1012_E__Cycle_sort_101,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_101.cpp
cc_train_1012_E__Cycle_sort_102,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_102.cpp
cc_train_1012_E__Cycle_sort_103,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_103.cpp
cc_train_1012_E__Cycle_sort_104,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_104.cpp
cc_train_1012_E__Cycle_sort_105,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_105.cpp
cc_train_1012_E__Cycle_sort_106,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_106.cpp
cc_train_1012_E__Cycle_sort_107,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_107.cpp
cc_train_1012_E__Cycle_sort_108,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_108.cpp
cc_train_1012_E__Cycle_sort_109,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_109.cpp
cc_train_1012_E__Cycle_sort_110,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_110.cpp
cc_train_1012_E__Cycle_sort_111,C++,Heavy,1012_E. Cycle sort,11,2,./codecontests_subset\C++\Heavy\cc_train_1012_E__Cycle_sort_111.cpp
cc_train_1037_E__Trips_0,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_0.cpp
cc_train_1037_E__Trips_1,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_1.cpp
cc_train_1037_E__Trips_2,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_2.cpp
cc_train_1037_E__Trips_3,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_3.java
cc_train_1037_E__Trips_4,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_4.java
cc_train_1037_E__Trips_5,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_5.cpp
cc_train_1037_E__Trips_6,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_6.cpp
cc_train_1037_E__Trips_7,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_7.cpp
cc_train_1037_E__Trips_8,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_8.cpp
cc_train_1037_E__Trips_9,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_9.cpp
cc_train_1037_E__Trips_10,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_10.java
cc_train_1037_E__Trips_11,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_11.cpp
cc_train_1037_E__Trips_12,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_12.cpp
cc_train_1037_E__Trips_13,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_13.cpp
cc_train_1037_E__Trips_14,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_14.java
cc_train_1037_E__Trips_15,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_15.cpp
cc_train_1037_E__Trips_16,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_16.java
cc_train_1037_E__Trips_17,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_17.cpp
cc_train_1037_E__Trips_18,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_18.java
cc_train_1037_E__Trips_19,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_19.java
cc_train_1037_E__Trips_20,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_20.cpp
cc_train_1037_E__Trips_21,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_21.java
cc_train_1037_E__Trips_22,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_22.cpp
cc_train_1037_E__Trips_23,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_23.java
cc_train_1037_E__Trips_24,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_24.cpp
cc_train_1037_E__Trips_25,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_25.cpp
cc_train_1037_E__Trips_26,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_26.java
cc_train_1037_E__Trips_27,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_27.cpp
cc_train_1037_E__Trips_28,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_28.cpp
cc_train_1037_E__Trips_29,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_29.cpp
cc_train_1037_E__Trips_30,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_30.java
cc_train_1037_E__Trips_31,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_31.cpp
cc_train_1037_E__Trips_32,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_32.cpp
cc_train_1037_E__Trips_33,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_33.java
cc_train_1037_E__Trips_34,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_34.java
cc_train_1037_E__Trips_35,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_35.java
cc_train_1037_E__Trips_36,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_36.cpp
cc_train_1037_E__Trips_37,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_37.java
cc_train_1037_E__Trips_38,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_38.cpp
cc_train_1037_E__Trips_39,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_39.java
cc_train_1037_E__Trips_40,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_40.java
cc_train_1037_E__Trips_42,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_42.java
cc_train_1037_E__Trips_43,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_43.java
cc_train_1037_E__Trips_44,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_44.cpp
cc_train_1037_E__Trips_45,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_45.cpp
cc_train_1037_E__Trips_46,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_46.cpp
cc_train_1037_E__Trips_47,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_47.cpp
cc_train_1037_E__Trips_48,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_48.java
cc_train_1037_E__Trips_49,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_49.cpp
cc_train_1037_E__Trips_50,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_50.cpp
cc_train_1037_E__Trips_51,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_51.cpp
cc_train_1037_E__Trips_52,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_52.cpp
cc_train_1037_E__Trips_53,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_53.cpp
cc_train_1037_E__Trips_54,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_54.cpp
cc_train_1037_E__Trips_55,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_55.java
cc_train_1037_E__Trips_56,Java,Heavy,1037_E. Trips,11,2,./codecontests_subset\Java\Heavy\cc_train_1037_E__Trips_56.java
cc_train_1037_E__Trips_57,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_57.cpp
cc_train_1037_E__Trips_58,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_58.cpp
cc_train_1037_E__Trips_59,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_59.cpp
cc_train_1037_E__Trips_60,C++,Heavy,1037_E. Trips,11,2,./codecontests_subset\C++\Heavy\cc_train_1037_E__Trips_60.cpp
